cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;
3d;23;m;1020;267;1045;309;;48,87739764;;;;;;;;
3d;23;m;1023;274;1046;317;;48,76474136;;;;;;;;
3d;23;m;1025;281;1047;322;;46,5295605;;;;;;;;
3d;23;m;1028;288;1048;328;;44,72135955;;;;;;;;
3d;23;m;1030;295;1049;331;;40,70626487;;;;;;;;
3d;23;m;1032;303;1050;340;;41,14608122;;;;;;;;
3d;23;m;1034;310;1051;347;;40,71854614;;;;;;;;
3d;23;m;1035;317;1052;353;;39,81205847;;;;;;;;
3d;23;m;1037;325;1052;356;;34,43835072;;;;;;;;
3d;23;m;1038;332;1052;365;;35,84689666;;;;;;;;
3d;23;m;1039;340;1052;372;;34,53983208;;;;;;;;
3d;23;m;1040;347;1052;376;;31,38470965;;;;;;;;
3d;23;m;1041;355;1052;382;;29,15475947;;;;;;;;
3d;23;m;1041;362;1051;388;;27,85677655;;;;;;;;
3d;23;m;1041;370;1050;395;;26,57066051;;;;;;;;
3d;23;m;1041;376;1049;399;;24,35159132;;;;;;;;
3d;23;m;1040;383;1048;408;;26,2488095;;;;;;;;
3d;23;m;1039;390;1046;414;;25;;;;;;;;
3d;23;m;1038;397;1045;420;;24,04163056;;;;;;;;
3d;23;m;1037;404;1044;424;;21,1896201;;;;;;;;
3d;23;m;1035;411;1042;433;;23,08679276;;;;;;;;
3d;23;m;1034;417;1040;440;;23,76972865;;;;;;;;
3d;23;m;1032;424;1038;445;;21,84032967;;;;;;;;
3d;23;m;1030;431;1037;448;;18,38477631;;;;;;;;
3d;23;m;1028;437;1034;456;;19,92485885;;;;;;;;
3d;23;m;1025;444;1030;463;;19,6468827;;;;;;;;
3d;23;m;1023;451;1028;469;;18,68154169;;;;;;;;
3d;23;m;1020;457;1027;471;;15,65247584;;;;;;;;
3d;23;m;1018;464;1025;475;;13,03840481;;;;;;;;
3d;23;m;1015;470;1021;479;;10,81665383;;;;;;;;
3d;23;m;1011;476;1019;483;;10,63014581;;;;;;;;
3d;23;m;1008;483;1018;485;;10,19803903;;;;;;;;
3d;23;m;1005;489;1016;488;;11,04536102;;;;;;;;
3d;23;m;1001;495;1014;492;;13,34166406;;;;;;;;
3d;23;m;997;501;1012;496;;15,8113883;;;;;;;;
3d;23;m;994;507;1010;499;;17,88854382;;;;;;;;
3d;23;m;990;513;1008;503;;20,59126028;;;;;;;;
3d;23;m;985;519;1006;506;;24,69817807;;;;;;;;
3d;23;m;981;525;1004;507;;29,20616373;;;;;;;;
3d;23;m;977;530;1001;510;;31,2409987;;;;;;;;
3d;23;m;972;536;997;514;;33,30165161;;;;;;;;
3d;23;m;967;541;993;520;;33,42154993;;;;;;;;
3d;23;m;962;547;991;522;;38,28837944;;;;;;;;
3d;23;m;958;552;987;527;;38,28837944;;;;;;;;
3d;23;m;952;557;983;533;;39,20459157;;;;;;;;
3d;23;m;947;562;979;537;;40,60788101;;;;;;;;
3d;23;m;942;567;976;539;;44,04543109;;;;;;;;
3d;23;m;936;572;971;545;;44,20407221;;;;;;;;
3d;23;m;931;576;965;552;;41,61730409;;;;;;;;
3d;23;m;925;581;959;559;;40,49691346;;;;;;;;
3d;23;m;920;585;957;561;;44,10215414;;;;;;;;
3d;23;m;914;589;952;566;;44,41846463;;;;;;;;
3d;23;m;908;593;947;570;;45,27692569;;;;;;;;
3d;23;m;902;597;941;575;;44,77722635;;;;;;;;
3d;23;m;896;601;937;577;;47,50789408;;;;;;;;
3d;23;m;890;604;930;581;;46,14108798;;;;;;;;
3d;23;m;883;608;923;586;;45,65084884;;;;;;;;
3d;23;m;877;611;914;590;;42,54409477;;;;;;;;
3d;23;m;871;614;911;593;;45,17742799;;;;;;;;
3d;23;m;864;617;901;596;;42,54409477;;;;;;;;
3d;23;m;858;620;892;601;;38,94868419;;;;;;;;
3d;23;m;851;623;887;603;;41,18252056;;;;;;;;
3d;23;m;845;625;876;608;;35,35533906;;;;;;;;
3d;23;m;838;628;867;613;;32,64965543;;;;;;;;
3d;23;m;831;630;856;618;;27,73084925;;;;;;;;
3d;23;m;825;632;850;621;;27,31300057;;;;;;;;
3d;23;m;818;633;840;625;;23,40939982;;;;;;;;
3d;23;m;811;635;830;629;;19,92485885;;;;;;;;
3d;23;m;804;637;819;631;;16,15549442;;;;;;;;
3d;23;m;798;638;813;632;;16,15549442;;;;;;;;
3d;23;m;791;639;803;634;;13;;;;;;;;
3d;23;m;784;640;794;635;;11,18033989;;;;;;;;
3d;23;m;777;641;783;635;;8,485281374;;;;;;;;
3d;23;m;770;641;778;635;;10;;;;;;;;
3d;23;m;763;641;768;635;;7,810249676;;;;;;;;
3d;23;m;756;641;757;635;;6,08276253;;;;;;;;
3d;23;m;748;640;746;635;;5,385164807;;;;;;;;
3d;23;m;740;639;741;635;;4,123105626;;;;;;;;
3d;23;m;733;638;732;634;;4,123105626;;;;;;;;
3d;23;m;725;637;721;633;;5,656854249;;;;;;;;
3d;23;m;718;635;711;633;;7,280109889;;;;;;;;
3d;23;m;711;634;707;632;;4,472135955;;;;;;;;
3d;23;m;703;632;697;631;;6,08276253;;;;;;;;
3d;23;m;696;630;688;630;;8;;;;;;;;
3d;23;m;689;628;680;629;;9,055385138;;;;;;;;
3d;23;m;682;625;676;629;;7,211102551;;;;;;;;
3d;23;m;674;623;666;628;;9,433981132;;;;;;;;
3d;23;m;667;620;659;626;;10;;;;;;;;
3d;23;m;660;618;655;625;;8,602325267;;;;;;;;
3d;23;m;654;615;645;624;;12,72792206;;;;;;;;
3d;23;m;647;612;637;622;;14,14213562;;;;;;;;
3d;23;m;640;608;629;618;;14,86606875;;;;;;;;
3d;23;m;634;605;625;617;;15;;;;;;;;
3d;23;m;627;601;617;613;;15,62049935;;;;;;;;
3d;23;m;621;597;608;608;;17,02938637;;;;;;;;
3d;23;m;614;594;599;605;;18,60107524;;;;;;;;
3d;23;m;608;590;596;602;;16,97056275;;;;;;;;
3d;23;m;602;585;590;597;;16,97056275;;;;;;;;
3d;23;m;596;581;582;590;;16,64331698;;;;;;;;
3d;23;m;591;577;576;584;;16,55294536;;;;;;;;
3d;23;m;585;572;573;581;;15;;;;;;;;
3d;23;m;579;567;567;574;;13,89244399;;;;;;;;
3d;23;m;574;563;560;564;;14,03566885;;;;;;;;
3d;23;m;569;558;554;554;;15,5241747;;;;;;;;
3d;23;m;564;552;551;550;;13,15294644;;;;;;;;
3d;23;m;559;547;544;539;;17;;;;;;;;
3d;23;m;554;542;537;528;;22,02271555;;;;;;;;
3d;23;m;549;537;532;516;;27,01851217;;;;;;;;
3d;23;m;545;531;529;510;;26,40075756;;;;;;;;
3d;23;m;540;525;524;496;;33,12099032;;;;;;;;
3d;23;m;536;520;519;485;;38,91015292;;;;;;;;
3d;23;m;532;514;514;473;;44,77722635;;;;;;;;
3d;23;m;528;508;512;468;;43,08131846;;;;;;;;
3d;23;m;525;502;509;457;;47,75981575;;;;;;;;
3d;23;m;521;496;505;448;;50,59644256;;;;;;;;
3d;23;m;518;490;503;442;;50,28916384;;;;;;;;
3d;23;m;515;483;499;432;;53,45091206;;;;;;;;
3d;23;m;512;477;497;423;;56,04462508;;;;;;;;
3d;23;m;509;471;494;413;;59,9082632;;;;;;;;
3d;23;m;507;464;493;407;;58,69412236;;;;;;;;
3d;23;m;504;458;490;398;;61,6116872;;;;;;;;
3d;23;m;502;451;487;389;;63,78871374;;;;;;;;
3d;23;m;500;445;485;377;;69,63476143;;;;;;;;
3d;23;m;498;438;484;371;;68,44705983;;;;;;;;
3d;23;m;497;431;483;360;;72,36711961;;;;;;;;
3d;23;m;495;425;482;349;;77,1038261;;;;;;;;
3d;23;m;494;418;483;338;;80,75270893;;;;;;;;
3d;23;m;493;411;483;334;;77,64663547;;;;;;;;
3d;23;m;492;404;483;324;;80,50465825;;;;;;;;
3d;23;m;492;398;484;313;;85,37564055;;;;;;;;
3d;23;m;491;391;485;305;;86,20904825;;;;;;;;
3d;23;m;491;384;486;301;;83,15046602;;;;;;;;
3d;23;m;491;377;488;290;;87,05170877;;;;;;;;
3d;23;m;491;370;490;279;;91,00549434;;;;;;;;
3d;23;m;491;363;492;271;;92,00543462;;;;;;;;
3d;23;m;491;356;493;267;;89,02246907;;;;;;;;
3d;23;m;491;348;495;257;;91,08786966;;;;;;;;
3d;23;m;491;341;498;248;;93,26306879;;;;;;;;
3d;23;m;492;333;500;241;;92,34717104;;;;;;;;
3d;23;m;492;325;501;238;;87,46427842;;;;;;;;
3d;23;m;493;318;505;231;;87,82368701;;;;;;;;
3d;23;m;494;311;507;224;;87,96590248;;;;;;;;
3d;23;m;495;303;511;217;;87,47571091;;;;;;;;
3d;23;m;497;296;513;214;;83,5463943;;;;;;;;
3d;23;m;498;289;517;209;;82,22530024;;;;;;;;
3d;23;m;500;282;520;204;;80,52328856;;;;;;;;
3d;23;m;502;275;522;201;;76,65507159;;;;;;;;
3d;23;m;504;268;526;196;;75,2861209;;;;;;;;
3d;23;m;506;261;530;190;;74,94664769;;;;;;;;
3d;23;m;509;254;534;185;;73,38937253;;;;;;;;
3d;23;m;512;247;537;182;;69,64194139;;;;;;;;
3d;23;m;515;240;543;178;;68,02940541;;;;;;;;
3d;23;m;518;234;549;173;;68,42514158;;;;;;;;
3d;23;m;521;227;553;168;;67,11929678;;;;;;;;
3d;23;m;524;221;556;165;;64,49806199;;;;;;;;
3d;23;m;528;214;562;160;;63,81222453;;;;;;;;
3d;23;m;532;208;568;155;;64,07027392;;;;;;;;
3d;23;m;536;202;575;150;;65;;;;;;;;
3d;23;m;540;196;578;148;;61,22091146;;;;;;;;
3d;23;m;544;191;584;144;;61,7170965;;;;;;;;
3d;23;m;549;185;591;141;;60,8276253;;;;;;;;
3d;23;m;553;179;598;137;;61,55485359;;;;;;;;
3d;23;m;558;174;602;134;;59,46427499;;;;;;;;
3d;23;m;563;169;610;130;;61,07372594;;;;;;;;
3d;23;m;568;164;616;126;;61,22091146;;;;;;;;
3d;23;m;573;159;623;122;;62,20128616;;;;;;;;
3d;23;m;579;154;626;120;;58,00862005;;;;;;;;
3d;23;m;584;149;633;116;;59,07622195;;;;;;;;
3d;23;m;590;145;640;113;;59,36328832;;;;;;;;
3d;23;m;596;140;645;110;;57,45432969;;;;;;;;
3d;23;m;601;136;649;108;;55,56977596;;;;;;;;
3d;23;m;607;132;654;105;;54,20332093;;;;;;;;
3d;23;m;614;129;661;101;;54,70831747;;;;;;;;
3d;23;m;620;125;668;97;;55,56977596;;;;;;;;
3d;23;m;626;121;671;96;;51,4781507;;;;;;;;
3d;23;m;633;118;677;93;;50,60632372;;;;;;;;
3d;23;m;639;115;683;91;;50,11985634;;;;;;;;
3d;23;m;646;112;686;90;;45,65084884;;;;;;;;
3d;23;m;653;109;693;87;;45,65084884;;;;;;;;
3d;23;m;660;107;700;85;;45,65084884;;;;;;;;
3d;23;m;667;104;707;83;;45,17742799;;;;;;;;
3d;23;m;674;102;710;82;;41,18252056;;;;;;;;
3d;23;m;681;100;717;79;;41,67733197;;;;;;;;
3d;23;m;688;98;725;77;;42,54409477;;;;;;;;
3d;23;m;695;97;733;74;;44,41846463;;;;;;;;
3d;23;m;702;95;736;73;;40,49691346;;;;;;;;
3d;23;m;710;94;743;72;;39,66106403;;;;;;;;
3d;23;m;717;93;749;70;;39,40812099;;;;;;;;
3d;23;m;724;92;758;68;;41,61730409;;;;;;;;
3d;23;m;732;92;761;67;;38,28837944;;;;;;;;
3d;23;m;739;91;767;66;;37,53664876;;;;;;;;
3d;23;m;747;91;773;65;;36,76955262;;;;;;;;
3d;23;m;755;91;778;64;;35,4682957;;;;;;;;
3d;23;m;762;91;782;63;;34,40930107;;;;;;;;
3d;23;m;769;91;789;62;;35,22782991;;;;;;;;
3d;23;m;776;91;795;62;;34,66987165;;;;;;;;
3d;23;m;783;91;799;62;;33,12099032;;;;;;;;
3d;23;m;790;91;801;62;;31,01612484;;;;;;;;
3d;23;m;797;92;806;62;;31,32091953;;;;;;;;
3d;23;m;803;92;811;62;;31,04834939;;;;;;;;
3d;23;m;810;93;817;63;;30,8058436;;;;;;;;
3d;23;m;817;94;820;64;;30,14962686;;;;;;;;
3d;23;m;824;95;825;65;;30,01666204;;;;;;;;
3d;23;m;830;97;829;66;;31,01612484;;;;;;;;
3d;23;m;837;98;831;67;;31,57530681;;;;;;;;
3d;23;m;844;100;836;69;;32,01562119;;;;;;;;
3d;23;m;850;102;840;71;;32,57299495;;;;;;;;
3d;23;m;857;104;846;74;;31,95309062;;;;;;;;
3d;23;m;863;106;848;76;;33,54101966;;;;;;;;
3d;23;m;870;109;853;78;;35,35533906;;;;;;;;
3d;23;m;876;112;858;80;;36,7151195;;;;;;;;
3d;23;m;883;115;863;82;;38,58756276;;;;;;;;
3d;23;m;889;118;865;83;;42,43819035;;;;;;;;
3d;23;m;895;121;869;86;;43,60045871;;;;;;;;
3d;23;m;901;124;875;90;;42,80186912;;;;;;;;
3d;23;m;907;128;881;95;;42,01190308;;;;;;;;
3d;23;m;913;132;884;98;;44,68780594;;;;;;;;
3d;23;m;919;136;889;103;;44,59820624;;;;;;;;
3d;23;m;925;140;895;109;;43,13930922;;;;;;;;
3d;23;m;930;144;900;115;;41,72529209;;;;;;;;
3d;23;m;936;149;903;119;;44,59820624;;;;;;;;
3d;23;m;941;153;909;128;;40,60788101;;;;;;;;
3d;23;m;947;158;915;134;;40;;;;;;;;
3d;23;m;952;163;920;141;;38,83297568;;;;;;;;
3d;23;m;957;168;923;144;;41,61730409;;;;;;;;
3d;23;m;962;173;929;152;;39,11521443;;;;;;;;
3d;23;m;967;179;935;159;;37,73592453;;;;;;;;
3d;23;m;971;184;941;165;;35,51056181;;;;;;;;
3d;23;m;976;190;944;168;;38,83297568;;;;;;;;
3d;23;m;980;195;950;174;;36,61966685;;;;;;;;
3d;23;m;985;201;955;179;;37,20215048;;;;;;;;
3d;23;m;989;207;961;186;;35;;;;;;;;
3d;23;m;993;214;964;190;;37,64306045;;;;;;;;
3d;23;m;997;220;969;196;;36,87817783;;;;;;;;
3d;23;m;1001;226;974;202;;36,12478374;;;;;;;;
3d;23;m;1004;233;977;206;;38,18376618;;;;;;;;
3d;23;m;1008;239;982;213;;36,76955262;;;;;;;;
3d;23;m;1011;246;987;220;;35,38361203;;;;;;;;
3d;23;m;1014;253;992;227;;34,05877273;;;;;;;;
3d;23;m;1017;260;994;230;;37,80211634;;;;;;;;
3d;23;m;1020;266;998;235;;38,01315562;;;;;;;;
3d;23;m;1023;273;1004;243;;35,51056181;;;;;;;;
3d;23;m;1025;281;1009;250;;34,88552709;;;;;;;;
3d;23;m;1027;288;1011;252;;39,39543121;;;;;;;;
3d;23;m;1030;295;1014;259;;39,39543121;;;;;;;;
3d;23;m;1032;302;1018;266;;38,62641583;;;;;;;;
3d;23;m;1033;310;1021;272;;39,84971769;;;;;;;;
3d;23;m;1035;317;1023;276;;42,72001873;;;;;;;;
3d;23;m;1037;324;1026;282;;43,41658669;;;;;;;;
3d;23;m;1038;332;1029;288;;44,91102315;;;;;;;;
3d;23;m;1039;339;1031;292;;47,67598976;;;;;;;;
3d;23;m;1040;347;1032;294;;53,60037313;;;;;;;;
3d;23;m;1041;354;1036;299;;55,22680509;;;;;;;;
3d;23;m;1041;362;1039;305;;57,03507693;;;;;;;;
3d;23;m;1041;369;1041;312;;57;;;;;;;;
3d;23;m;1041;376;1042;315;;61,00819617;;;;;;;;
3d;23;m;1040;383;1043;322;;61,07372594;;;;;;;;
3d;23;m;1039;390;1045;330;;60,29925373;;;;;;;;
3d;23;m;1038;397;1045;336;;61,40032573;;;;;;;;
3d;23;m;1037;403;1046;346;;57,70615219;;;;;;;;
3d;23;m;1035;410;1046;355;;56,08921465;;;;;;;;
3d;23;m;1034;417;1046;365;;53,36665626;;;;;;;;
3d;23;m;1032;424;1046;371;;54,81788029;;;;;;;;
3d;23;m;1030;430;1045;380;;52,20153254;;;;;;;;
3d;23;m;1028;437;1044;389;;50,59644256;;;;;;;;
3d;23;m;1026;444;1043;399;;48,10405388;;;;;;;;
3d;23;m;1023;450;1042;405;;48,84669897;;;;;;;;
3d;23;m;1020;457;1040;412;;49,24428901;;;;;;;;
3d;23;m;1018;463;1037;421;;46,09772229;;;;;;;;
3d;23;m;1015;470;1034;432;;42,48529157;;;;;;;;
3d;23;m;1012;476;1032;436;;44,72135955;;;;;;;;
3d;23;m;1008;482;1029;445;;42,54409477;;;;;;;;
3d;23;m;1005;489;1025;455;;39,44616585;;;;;;;;
3d;23;m;1001;495;1020;467;;33,83784863;;;;;;;;
3d;23;m;998;501;1019;471;;36,61966685;;;;;;;;
3d;23;m;994;507;1015;479;;35;;;;;;;;
3d;23;m;990;513;1011;489;;31,89043744;;;;;;;;
3d;23;m;986;519;1007;498;;29,69848481;;;;;;;;
3d;23;m;981;525;1004;501;;33,24154028;;;;;;;;
3d;23;m;977;530;1001;506;;33,9411255;;;;;;;;
3d;23;m;972;536;996;512;;33,9411255;;;;;;;;
3d;23;m;968;541;992;516;;34,6554469;;;;;;;;
3d;23;m;963;547;989;520;;37,48332963;;;;;;;;
3d;23;m;958;552;985;525;;38,18376618;;;;;;;;
3d;23;m;953;557;979;531;;36,76955262;;;;;;;;
3d;23;m;947;562;976;533;;41,01219331;;;;;;;;
3d;23;m;942;567;970;539;;39,59797975;;;;;;;;
3d;23;m;937;571;963;546;;36,06937759;;;;;;;;
3d;23;m;931;576;957;553;;34,71310992;;;;;;;;
3d;23;m;926;580;953;557;;35,4682957;;;;;;;;
3d;23;m;920;585;947;563;;34,82814953;;;;;;;;
3d;23;m;914;589;940;568;;33,42154993;;;;;;;;
3d;23;m;908;593;931;573;;30,47950131;;;;;;;;
3d;23;m;902;597;928;575;;34,05877273;;;;;;;;
3d;23;m;896;601;919;580;;31,144823;;;;;;;;
3d;23;m;890;604;912;586;;28,42534081;;;;;;;;
3d;23;m;884;608;903;590;;26,17250466;;;;;;;;
3d;23;m;877;611;900;592;;29,83286778;;;;;;;;
3d;23;m;871;614;892;596;;27,65863337;;;;;;;;
3d;23;m;865;617;884;599;;26,17250466;;;;;;;;
3d;23;m;858;620;874;601;;24,8394847;;;;;;;;
3d;23;m;851;623;871;602;;29;;;;;;;;
3d;23;m;845;625;863;604;;27,65863337;;;;;;;;
3d;23;m;838;627;856;606;;27,65863337;;;;;;;;
3d;23;m;832;630;847;607;;27,45906044;;;;;;;;
3d;23;m;825;632;843;608;;30;;;;;;;;
3d;23;m;818;633;836;610;;29,20616373;;;;;;;;
3d;23;m;811;635;827;613;;27,20294102;;;;;;;;
3d;23;m;805;637;823;614;;29,20616373;;;;;;;;
3d;23;m;798;638;816;617;;27,65863337;;;;;;;;
3d;23;m;791;639;810;619;;27,58622845;;;;;;;;
3d;23;m;784;640;802;623;;24,75883681;;;;;;;;
3d;23;m;777;641;798;624;;27,01851217;;;;;;;;
3d;23;m;771;641;791;625;;25,61249695;;;;;;;;
3d;23;m;763;641;784;626;;25,8069758;;;;;;;;
3d;23;m;756;641;777;627;;25,23885893;;;;;;;;
3d;23;m;748;640;774;628;;28,63564213;;;;;;;;
3d;23;m;741;639;767;628;;28,23118843;;;;;;;;
3d;23;m;733;638;760;627;;29,15475947;;;;;;;;
3d;23;m;726;637;753;626;;29,15475947;;;;;;;;
3d;23;m;718;635;750;626;;33,24154028;;;;;;;;
3d;23;m;711;634;744;625;;34,20526275;;;;;;;;
3d;23;m;704;632;736;625;;32,75667871;;;;;;;;
3d;23;m;696;630;729;624;;33,54101966;;;;;;;;
3d;23;m;689;628;726;624;;37,21558813;;;;;;;;
3d;23;m;682;626;719;623;;37,12142239;;;;;;;;
3d;23;m;675;623;713;622;;38,01315562;;;;;;;;
3d;23;m;668;621;705;620;;37,01351105;;;;;;;;
3d;23;m;661;618;701;619;;40,01249805;;;;;;;;
3d;23;m;654;615;693;617;;39,05124838;;;;;;;;
3d;23;m;647;612;687;615;;40,11234224;;;;;;;;
3d;23;m;640;608;679;613;;39,3192065;;;;;;;;
3d;23;m;634;605;676;612;;42,57933771;;;;;;;;
3d;23;m;627;601;667;609;;40,79215611;;;;;;;;
3d;23;m;621;598;659;606;;38,83297568;;;;;;;;
3d;23;m;615;594;655;605;;41,48493703;;;;;;;;
3d;23;m;609;590;649;603;;42,05948169;;;;;;;;
3d;23;m;602;586;641;599;;41,10960958;;;;;;;;
3d;23;m;597;581;634;594;;39,2173431;;;;;;;;
3d;23;m;591;577;630;592;;41,78516483;;;;;;;;
3d;23;m;585;572;623;585;;40,16217126;;;;;;;;
3d;23;m;580;568;616;579;;37,64306045;;;;;;;;
3d;23;m;574;563;608;571;;34,92849839;;;;;;;;
3d;23;m;569;558;604;567;;36,138622;;;;;;;;
3d;23;m;564;553;595;558;;31,40063694;;;;;;;;
3d;23;m;559;548;589;551;;30,14962686;;;;;;;;
3d;23;m;554;542;582;543;;28,01785145;;;;;;;;
3d;23;m;549;537;578;538;;29,01723626;;;;;;;;
3d;23;m;545;531;572;529;;27,07397274;;;;;;;;
3d;23;m;541;526;566;521;;25,49509757;;;;;;;;
3d;23;m;536;520;562;514;;26,68332813;;;;;;;;
3d;23;m;532;514;560;510;;28,28427125;;;;;;;;
3d;23;m;529;508;555;500;;27,20294102;;;;;;;;
3d;23;m;525;502;551;491;;28,23118843;;;;;;;;
3d;23;m;522;496;546;484;;26,83281573;;;;;;;;
3d;23;m;518;490;545;480;;28,7923601;;;;;;;;
3d;23;m;515;484;540;471;;28,17800561;;;;;;;;
3d;23;m;512;477;537;465;;27,73084925;;;;;;;;
3d;23;m;509;471;533;458;;27,29468813;;;;;;;;
3d;23;m;507;465;532;455;;26,92582404;;;;;;;;
3d;23;m;504;458;530;449;;27,51363298;;;;;;;;
3d;23;m;502;452;527;442;;26,92582404;;;;;;;;
3d;23;m;500;445;525;434;;27,31300057;;;;;;;;
3d;23;m;498;438;524;431;;26,92582404;;;;;;;;
3d;23;m;497;432;522;424;;26,2488095;;;;;;;;
3d;23;m;495;425;520;415;;26,92582404;;;;;;;;
3d;23;m;494;418;518;410;;25,29822128;;;;;;;;
3d;23;m;493;411;517;400;;26,40075756;;;;;;;;
3d;23;m;492;405;516;392;;27,29468813;;;;;;;;
3d;23;m;492;398;515;380;;29,20616373;;;;;;;;
3d;23;m;491;391;515;374;;29,41088234;;;;;;;;
3d;23;m;491;384;515;365;;30,61045573;;;;;;;;
3d;23;m;491;377;515;355;;32,55764119;;;;;;;;
3d;23;m;491;371;515;343;;36,87817783;;;;;;;;
3d;23;m;491;364;515;339;;34,6554469;;;;;;;;
3d;23;m;491;356;515;331;;34,6554469;;;;;;;;
3d;23;m;491;348;515;321;;36,12478374;;;;;;;;
3d;23;m;491;341;515;311;;38,41874542;;;;;;;;
3d;23;m;492;333;515;308;;33,9705755;;;;;;;;
3d;23;m;492;326;515;303;;32,52691193;;;;;;;;
3d;23;m;493;318;515;295;;31,82766093;;;;;;;;
3d;23;m;494;311;515;288;;31,144823;;;;;;;;
3d;23;m;495;304;515;285;;27,58622845;;;;;;;;
3d;23;m;497;296;515;278;;25,45584412;;;;;;;;
3d;23;m;498;289;515;272;;24,04163056;;;;;;;;
3d;23;m;500;282;516;266;;22,627417;;;;;;;;
3d;23;m;502;275;517;261;;20,51828453;;;;;;;;
3d;23;m;504;268;520;253;;21,9317122;;;;;;;;
3d;23;m;506;261;521;246;;21,21320344;;;;;;;;
3d;23;m;509;254;523;240;;19,79898987;;;;;;;;
3d;23;m;512;247;524;237;;15,62049935;;;;;;;;
3d;23;m;514;241;526;231;;15,62049935;;;;;;;;
3d;23;m;518;234;529;224;;14,86606875;;;;;;;;
3d;23;m;521;227;532;218;;14,2126704;;;;;;;;
3d;23;m;524;221;534;215;;11,66190379;;;;;;;;
3d;23;m;528;215;537;209;;10,81665383;;;;;;;;
3d;23;m;532;209;540;205;;8,94427191;;;;;;;;
3d;23;m;536;203;543;202;;7,071067812;;;;;;;;
3d;23;m;540;197;548;197;;8;;;;;;;;
3d;23;m;544;191;552;192;;8,062257748;;;;;;;;
3d;23;m;548;185;556;187;;8,246211251;;;;;;;;
3d;23;m;553;180;559;184;;7,211102551;;;;;;;;
3d;23;m;558;174;565;180;;9,219544457;;;;;;;;
3d;23;m;563;169;571;175;;10;;;;;;;;
3d;23;m;568;164;578;168;;10,77032961;;;;;;;;
3d;23;m;573;159;580;165;;9,219544457;;;;;;;;
3d;23;m;578;154;587;159;;10,29563014;;;;;;;;
3d;23;m;584;149;594;153;;10,77032961;;;;;;;;
3d;23;m;590;145;601;148;;11,40175425;;;;;;;;
3d;23;m;595;141;605;146;;11,18033989;;;;;;;;
3d;23;m;601;136;612;141;;12,08304597;;;;;;;;
3d;23;m;607;133;618;137;;11,70469991;;;;;;;;
3d;23;m;613;129;624;132;;11,40175425;;;;;;;;
3d;23;m;620;125;628;129;;8,94427191;;;;;;;;
3d;23;m;626;122;636;125;;10,44030651;;;;;;;;
3d;23;m;632;118;641;121;;9,486832981;;;;;;;;
3d;23;m;639;115;648;117;;9,219544457;;;;;;;;
3d;23;m;646;112;651;116;;6,403124237;;;;;;;;
3d;23;m;652;109;657;113;;6,403124237;;;;;;;;
3d;23;m;659;107;665;109;;6,32455532;;;;;;;;
3d;23;m;666;105;668;107;;2,828427125;;;;;;;;
3d;23;m;673;102;674;103;;1,414213562;;;;;;;;
3d;23;m;680;100;680;99;;1;;;;;;;;
3d;23;m;687;99;687;96;;3;;;;;;;;
3d;23;m;695;97;695;92;;5;;;;;;;;
3d;23;m;702;95;699;90;;5,830951895;;;;;;;;
3d;23;m;709;94;707;88;;6,32455532;;;;;;;;
3d;23;m;717;93;716;86;;7,071067812;;;;;;;;
3d;23;m;724;92;721;85;;7,615773106;;;;;;;;
3d;23;m;732;92;730;83;;9,219544457;;;;;;;;
3d;23;m;739;91;739;81;;10;;;;;;;;
3d;23;m;747;91;748;79;;12,04159458;;;;;;;;
3d;23;m;754;91;753;79;;12,04159458;;;;;;;;
3d;23;m;762;91;763;78;;13,03840481;;;;;;;;
3d;23;m;769;91;770;77;;14,03566885;;;;;;;;
3d;23;m;776;91;777;77;;14,03566885;;;;;;;;
3d;23;m;783;91;782;77;;14,03566885;;;;;;;;
3d;23;m;790;91;790;77;;14;;;;;;;;
3d;23;m;796;92;796;77;;15;;;;;;;;
3d;23;m;803;92;802;77;;15,03329638;;;;;;;;
3d;23;m;810;93;806;77;;16,4924225;;;;;;;;
3d;23;m;817;94;812;77;;17,72004515;;;;;;;;
3d;23;m;823;95;819;77;;18,43908891;;;;;;;;
3d;23;m;830;97;825;77;;20,61552813;;;;;;;;
3d;23;m;837;98;828;77;;22,84731932;;;;;;;;
3d;23;m;843;100;833;78;;24,16609195;;;;;;;;
3d;23;m;850;102;840;79;;25,07987241;;;;;;;;
3d;23;m;857;104;846;80;;26,40075756;;;;;;;;
3d;23;m;863;106;849;81;;28,65309756;;;;;;;;
3d;23;m;870;109;855;82;;30,88689042;;;;;;;;
3d;23;m;876;112;860;83;;33,12099032;;;;;;;;
3d;23;m;882;114;865;84;;34,4818793;;;;;;;;
3d;23;m;889;117;868;85;;38,27531842;;;;;;;;
3d;23;m;895;121;873;87;;40,49691346;;;;;;;;
3d;23;m;901;124;880;89;;40,81666326;;;;;;;;
3d;23;m;907;128;883;90;;44,94441011;;;;;;;;
3d;23;m;913;132;888;92;;47,16990566;;;;;;;;
3d;23;m;919;136;892;95;;49,09175083;;;;;;;;
3d;23;m;924;140;897;98;;49,92995093;;;;;;;;
3d;23;m;930;144;899;100;;53,82378656;;;;;;;;
3d;23;m;936;148;905;104;;53,82378656;;;;;;;;
3d;23;m;941;153;911;108;;54,08326913;;;;;;;;
3d;23;m;946;158;915;111;;56,30275304;;;;;;;;
