cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;
mono;23;m;992;212;980;168;;45,607017;;;;;;;;
mono;23;m;996;218;986;175;;44,14748011;;;;;;;;
mono;23;m;1000;224;992;183;;41,77319715;;;;;;;;
mono;23;m;1003;231;997;192;;39,45883931;;;;;;;;
mono;23;m;1007;237;1000;195;;42,57933771;;;;;;;;
mono;23;m;1010;244;1004;202;;42,42640687;;;;;;;;
mono;23;m;1013;251;1009;212;;39,20459157;;;;;;;;
mono;23;m;1016;258;1013;222;;36,12478374;;;;;;;;
mono;23;m;1019;264;1014;226;;38,32753579;;;;;;;;
mono;23;m;1022;271;1019;236;;35,12833614;;;;;;;;
mono;23;m;1024;279;1023;248;;31,01612484;;;;;;;;
mono;23;m;1027;286;1027;257;;29;;;;;;;;
mono;23;m;1029;293;1029;262;;31;;;;;;;;
mono;23;m;1031;300;1033;272;;28,0713377;;;;;;;;
mono;23;m;1033;307;1037;284;;23,34523506;;;;;;;;
mono;23;m;1035;315;1038;288;;27,16615541;;;;;;;;
mono;23;m;1036;322;1040;296;;26,30589288;;;;;;;;
mono;23;m;1037;330;1042;307;;23,53720459;;;;;;;;
mono;23;m;1039;337;1044;316;;21,58703314;;;;;;;;
mono;23;m;1040;345;1045;320;;25,49509757;;;;;;;;
mono;23;m;1040;352;1046;329;;23,76972865;;;;;;;;
mono;23;m;1041;360;1047;337;;23,76972865;;;;;;;;
mono;23;m;1041;367;1048;343;;25;;;;;;;;
mono;23;m;1041;374;1048;346;;28,86173938;;;;;;;;
mono;23;m;1040;381;1049;352;;30,3644529;;;;;;;;
mono;23;m;1039;388;1051;358;;32,31098884;;;;;;;;
mono;23;m;1038;395;1051;367;;30,87069808;;;;;;;;
mono;23;m;1037;401;1051;372;;32,20248438;;;;;;;;
mono;23;m;1036;408;1052;379;;33,12099032;;;;;;;;
mono;23;m;1034;415;1052;387;;33,28663395;;;;;;;;
mono;23;m;1032;422;1051;398;;30,61045573;;;;;;;;
mono;23;m;1031;428;1051;404;;31,2409987;;;;;;;;
mono;23;m;1028;435;1049;411;;31,89043744;;;;;;;;
mono;23;m;1026;442;1048;420;;31,11269837;;;;;;;;
mono;23;m;1024;448;1047;428;;30,47950131;;;;;;;;
mono;23;m;1021;455;1046;433;;33,30165161;;;;;;;;
mono;23;m;1019;461;1045;438;;34,71310992;;;;;;;;
mono;23;m;1016;468;1044;443;;37,53664876;;;;;;;;
mono;23;m;1013;474;1042;448;;38,94868419;;;;;;;;
mono;23;m;1009;481;1041;452;;43,18564576;;;;;;;;
mono;23;m;1006;487;1039;461;;42,01190308;;;;;;;;
mono;23;m;1002;493;1035;469;;40,80441153;;;;;;;;
mono;23;m;999;499;1034;472;;44,20407221;;;;;;;;
mono;23;m;995;505;1029;481;;41,61730409;;;;;;;;
mono;23;m;991;511;1021;493;;34,98571137;;;;;;;;
mono;23;m;987;517;1016;501;;33,12099032;;;;;;;;
mono;23;m;982;523;1013;504;;36,35931793;;;;;;;;
mono;23;m;978;529;1006;513;;32,24903099;;;;;;;;
mono;23;m;974;534;997;521;;26,41968963;;;;;;;;
mono;23;m;969;540;990;527;;24,69817807;;;;;;;;
mono;23;m;964;545;986;531;;26,07680962;;;;;;;;
mono;23;m;959;550;979;536;;24,41311123;;;;;;;;
mono;23;m;954;555;969;541;;20,51828453;;;;;;;;
mono;23;m;949;560;961;545;;19,20937271;;;;;;;;
mono;23;m;944;565;957;548;;21,40093456;;;;;;;;
mono;23;m;938;570;948;554;;18,86796226;;;;;;;;
mono;23;m;933;575;940;559;;17,4642492;;;;;;;;
mono;23;m;927;579;933;564;;16,15549442;;;;;;;;
mono;23;m;921;584;929;566;;19,6977156;;;;;;;;
mono;23;m;916;588;922;570;;18,97366596;;;;;;;;
mono;23;m;910;592;914;575;;17,4642492;;;;;;;;
mono;23;m;904;596;907;580;;16,2788206;;;;;;;;
mono;23;m;898;600;904;582;;18,97366596;;;;;;;;
mono;23;m;892;603;899;587;;17,4642492;;;;;;;;
mono;23;m;885;607;892;592;;16,55294536;;;;;;;;
mono;23;m;879;610;885;596;;15,23154621;;;;;;;;
mono;23;m;873;613;882;598;;17,49285568;;;;;;;;
mono;23;m;866;616;875;601;;17,49285568;;;;;;;;
mono;23;m;860;619;868;604;;17;;;;;;;;
mono;23;m;853;622;865;605;;20,80865205;;;;;;;;
mono;23;m;847;624;858;609;;18,60107524;;;;;;;;
mono;23;m;840;627;852;612;;19,20937271;;;;;;;;
mono;23;m;834;629;845;616;;17,02938637;;;;;;;;
mono;23;m;827;631;842;617;;20,51828453;;;;;;;;
mono;23;m;820;633;837;619;;22,02271555;;;;;;;;
mono;23;m;813;635;830;622;;21,40093456;;;;;;;;
mono;23;m;807;636;823;623;;20,61552813;;;;;;;;
mono;23;m;800;637;819;624;;23,02172887;;;;;;;;
mono;23;m;793;639;813;625;;24,41311123;;;;;;;;
mono;23;m;786;640;808;626;;26,07680962;;;;;;;;
mono;23;m;779;640;801;628;;25,05992817;;;;;;;;
mono;23;m;773;641;798;628;;28,17800561;;;;;;;;
mono;23;m;766;641;791;629;;27,73084925;;;;;;;;
mono;23;m;758;641;784;629;;28,63564213;;;;;;;;
mono;23;m;750;640;778;630;;29,73213749;;;;;;;;
mono;23;m;743;639;775;630;;33,24154028;;;;;;;;
mono;23;m;735;638;768;631;;33,73425559;;;;;;;;
mono;23;m;728;637;762;632;;34,36568055;;;;;;;;
mono;23;m;720;636;755;633;;35,12833614;;;;;;;;
mono;23;m;713;634;751;634;;38;;;;;;;;
mono;23;m;706;632;744;634;;38,05259518;;;;;;;;
mono;23;m;698;631;739;634;;41,10960958;;;;;;;;
mono;23;m;691;629;733;634;;42,29657197;;;;;;;;
mono;23;m;684;626;729;634;;45,70557953;;;;;;;;
mono;23;m;677;624;722;634;;46,09772229;;;;;;;;
mono;23;m;670;621;715;633;;46,57252409;;;;;;;;
mono;23;m;663;619;712;632;;50,69516742;;;;;;;;
mono;23;m;656;616;705;631;;51,2445119;;;;;;;;
mono;23;m;649;613;696;629;;49,64876635;;;;;;;;
mono;23;m;642;609;688;627;;49,39635614;;;;;;;;
mono;23;m;636;606;684;625;;51,623638;;;;;;;;
mono;23;m;629;602;673;621;;47,92702787;;;;;;;;
mono;23;m;623;599;662;616;;42,54409477;;;;;;;;
mono;23;m;616;595;652;611;;39,39543121;;;;;;;;
mono;23;m;610;591;647;609;;41,14608122;;;;;;;;
mono;23;m;604;587;635;603;;34,88552709;;;;;;;;
mono;23;m;598;583;626;597;;31,30495168;;;;;;;;
mono;23;m;592;578;615;588;;25,07987241;;;;;;;;
mono;23;m;587;574;610;584;;25,07987241;;;;;;;;
mono;23;m;581;569;600;576;;20,24845673;;;;;;;;
mono;23;m;576;564;591;567;;15,29705854;;;;;;;;
mono;23;m;570;559;582;557;;12,16552506;;;;;;;;
mono;23;m;565;554;578;554;;13;;;;;;;;
mono;23;m;560;549;570;545;;10,77032961;;;;;;;;
mono;23;m;555;544;562;534;;12,20655562;;;;;;;;
mono;23;m;551;538;555;523;;15,5241747;;;;;;;;
mono;23;m;546;533;553;520;;14,76482306;;;;;;;;
mono;23;m;542;527;546;510;;17,4642492;;;;;;;;
mono;23;m;538;522;540;501;;21,09502311;;;;;;;;
mono;23;m;534;516;535;491;;25,01999201;;;;;;;;
mono;23;m;530;510;533;488;;22,20360331;;;;;;;;
mono;23;m;526;504;529;481;;23,19482701;;;;;;;;
mono;23;m;522;498;525;471;;27,16615541;;;;;;;;
mono;23;m;519;492;523;466;;26,30589288;;;;;;;;
mono;23;m;516;486;520;459;;27,29468813;;;;;;;;
mono;23;m;513;479;516;452;;27,16615541;;;;;;;;
mono;23;m;510;473;513;443;;30,14962686;;;;;;;;
mono;23;m;508;466;512;439;;27,29468813;;;;;;;;
mono;23;m;505;460;511;430;;30,59411708;;;;;;;;
mono;23;m;503;453;510;421;;32,75667871;;;;;;;;
mono;23;m;501;447;510;409;;39,05124838;;;;;;;;
mono;23;m;499;440;510;403;;38,60051813;;;;;;;;
mono;23;m;497;434;510;392;;43,96589587;;;;;;;;
mono;23;m;496;427;510;380;;49,04079934;;;;;;;;
mono;23;m;495;420;511;368;;54,40588203;;;;;;;;
mono;23;m;494;413;511;362;;53,75872022;;;;;;;;
mono;23;m;493;407;512;348;;61,98386887;;;;;;;;
mono;23;m;492;400;514;336;;67,67569726;;;;;;;;
mono;23;m;491;393;515;325;;72,11102551;;;;;;;;
mono;23;m;491;386;517;317;;73,73601562;;;;;;;;
mono;23;m;491;379;519;306;;78,18567644;;;;;;;;
mono;23;m;491;373;522;294;;84,86459804;;;;;;;;
mono;23;m;491;366;524;282;;90,24965374;;;;;;;;
mono;23;m;491;358;526;277;;88,23831367;;;;;;;;
mono;23;m;491;351;528;267;;91,78779875;;;;;;;;
mono;23;m;491;343;531;256;;95,75489544;;;;;;;;
mono;23;m;492;335;533;246;;97,98979539;;;;;;;;
mono;23;m;492;328;535;242;;96,15092303;;;;;;;;
mono;23;m;493;321;538;234;;97,9489663;;;;;;;;
mono;23;m;494;313;541;225;;99,76472322;;;;;;;;
mono;23;m;495;306;543;220;;98,48857802;;;;;;;;
mono;23;m;496;298;546;214;;97,75479528;;;;;;;;
mono;23;m;498;291;550;207;;98,79271228;;;;;;;;
mono;23;m;499;284;554;202;;98,73702446;;;;;;;;
mono;23;m;501;277;555;199;;94,86832981;;;;;;;;
mono;23;m;503;270;559;192;;96,02083107;;;;;;;;
mono;23;m;506;263;561;186;;94,62557794;;;;;;;;
mono;23;m;508;256;566;182;;94,02127419;;;;;;;;
mono;23;m;511;249;567;180;;88,86506625;;;;;;;;
mono;23;m;514;242;572;175;;88,6171541;;;;;;;;
mono;23;m;517;236;577;169;;89,93886813;;;;;;;;
mono;23;m;520;229;582;164;;89,82761268;;;;;;;;
mono;23;m;523;223;584;162;;86,2670273;;;;;;;;
mono;23;m;527;217;588;157;;85,5628424;;;;;;;;
mono;23;m;530;210;593;152;;85,63293759;;;;;;;;
mono;23;m;534;204;598;148;;85,0411665;;;;;;;;
mono;23;m;538;198;601;146;;81,68843247;;;;;;;;
mono;23;m;543;192;607;140;;82,46211251;;;;;;;;
mono;23;m;547;187;612;136;;82,61961026;;;;;;;;
mono;23;m;552;181;617;132;;81,4002457;;;;;;;;
mono;23;m;556;176;620;129;;79,40403012;;;;;;;;
mono;23;m;561;170;627;125;;79,88116173;;;;;;;;
mono;23;m;566;165;633;120;;80,7093551;;;;;;;;
mono;23;m;572;160;640;117;;80,45495634;;;;;;;;
mono;23;m;577;155;643;115;;77,17512553;;;;;;;;
mono;23;m;582;151;649;112;;77,52418977;;;;;;;;
mono;23;m;588;146;655;109;;76,53757247;;;;;;;;
mono;23;m;594;142;662;105;;77,41446893;;;;;;;;
mono;23;m;600;138;666;104;;74,24284477;;;;;;;;
mono;23;m;605;134;672;101;;74,6860094;;;;;;;;
mono;23;m;612;130;677;99;;72,01388755;;;;;;;;
mono;23;m;618;126;680;98;;68,02940541;;;;;;;;
mono;23;m;624;123;685;96;;66,70832032;;;;;;;;
mono;23;m;631;119;692;95;;65,55150647;;;;;;;;
mono;23;m;637;116;699;93;;66,12866247;;;;;;;;
mono;23;m;644;113;702;93;;61,3514466;;;;;;;;
mono;23;m;650;110;708;92;;60,7289058;;;;;;;;
mono;23;m;657;108;713;92;;58,24087911;;;;;;;;
mono;23;m;664;105;722;91;;59,66573556;;;;;;;;
mono;23;m;671;103;726;90;;56,5154846;;;;;;;;
mono;23;m;678;101;733;89;;56,29387178;;;;;;;;
mono;23;m;685;99;739;89;;54,91812087;;;;;;;;
mono;23;m;693;97;746;88;;53,75872022;;;;;;;;
mono;23;m;700;96;750;87;;50,80354318;;;;;;;;
mono;23;m;707;95;758;86;;51,7880295;;;;;;;;
mono;23;m;715;94;765;85;;50,80354318;;;;;;;;
mono;23;m;722;93;771;85;;49,64876635;;;;;;;;
mono;23;m;729;92;774;85;;45,54119015;;;;;;;;
mono;23;m;737;91;780;85;;43,41658669;;;;;;;;
mono;23;m;744;91;787;85;;43,41658669;;;;;;;;
mono;23;m;752;91;793;85;;41,43669871;;;;;;;;
mono;23;m;760;91;796;85;;36,49657518;;;;;;;;
mono;23;m;767;91;800;86;;33,37663854;;;;;;;;
mono;23;m;774;91;806;86;;32,38826948;;;;;;;;
mono;23;m;781;91;811;87;;30,2654919;;;;;;;;
mono;23;m;788;91;814;88;;26,17250466;;;;;;;;
mono;23;m;794;92;819;89;;25,17935662;;;;;;;;
mono;23;m;801;92;824;90;;23,08679276;;;;;;;;
mono;23;m;808;93;827;90;;19,23538406;;;;;;;;
mono;23;m;815;94;830;90;;15,5241747;;;;;;;;
mono;23;m;821;95;834;91;;13,60147051;;;;;;;;
mono;23;m;828;96;838;92;;10,77032961;;;;;;;;
mono;23;m;835;98;840;93;;7,071067812;;;;;;;;
mono;23;m;842;99;845;94;;5,830951895;;;;;;;;
mono;23;m;848;101;850;95;;6,32455532;;;;;;;;
mono;23;m;855;103;855;97;;6;;;;;;;;
mono;23;m;861;106;857;97;;9,848857802;;;;;;;;
mono;23;m;868;108;860;98;;12,80624847;;;;;;;;
mono;23;m;874;111;864;100;;14,86606875;;;;;;;;
mono;23;m;880;114;867;102;;17,69180601;;;;;;;;
mono;23;m;887;117;869;103;;22,8035085;;;;;;;;
mono;23;m;893;120;873;105;;25;;;;;;;;
mono;23;m;899;123;878;107;;26,40075756;;;;;;;;
mono;23;m;905;127;882;109;;29,20616373;;;;;;;;
mono;23;m;911;130;884;110;;33,60059523;;;;;;;;
mono;23;m;917;134;889;111;;36,23534186;;;;;;;;
mono;23;m;923;138;893;113;;39,05124838;;;;;;;;
mono;23;m;928;143;897;115;;41,77319715;;;;;;;;
mono;23;m;934;147;900;116;;46,01086828;;;;;;;;
mono;23;m;939;152;906;118;;47,38143096;;;;;;;;
mono;23;m;945;156;912;121;;48,10405388;;;;;;;;
mono;23;m;950;161;914;123;;52,34500931;;;;;;;;
mono;23;m;955;166;919;126;;53,81449619;;;;;;;;
mono;23;m;960;171;924;130;;54,56189146;;;;;;;;
mono;23;m;965;177;930;134;;55,4436651;;;;;;;;
mono;23;m;970;182;933;137;;58,25804665;;;;;;;;
mono;23;m;975;188;938;140;;60,6052803;;;;;;;;
mono;23;m;979;194;944;145;;60,21627687;;;;;;;;
mono;23;m;983;199;948;150;;60,21627687;;;;;;;;
mono;23;m;988;205;951;152;;64,63745044;;;;;;;;
mono;23;m;992;211;956;158;;64,07027392;;;;;;;;
mono;23;m;996;218;962;164;;63,81222453;;;;;;;;
mono;23;m;999;224;967;169;;63,63175308;;;;;;;;
mono;23;m;1003;230;969;171;;68,09552114;;;;;;;;
mono;23;m;1007;237;975;176;;68,8839604;;;;;;;;
mono;23;m;1010;244;980;183;;67,9779376;;;;;;;;
mono;23;m;1013;250;984;189;;67,54257916;;;;;;;;
mono;23;m;1016;257;986;192;;71,58910532;;;;;;;;
mono;23;m;1019;264;991;197;;72,61542536;;;;;;;;
mono;23;m;1022;271;995;202;;74,09453421;;;;;;;;
mono;23;m;1024;278;998;206;;76,55063684;;;;;;;;
mono;23;m;1027;285;1001;209;;80,32434251;;;;;;;;
mono;23;m;1029;293;1007;215;;81,04319836;;;;;;;;
mono;23;m;1031;300;1011;220;;82,46211251;;;;;;;;
mono;23;m;1033;307;1014;226;;83,19855768;;;;;;;;
mono;23;m;1035;314;1016;228;;88,07383266;;;;;;;;
mono;23;m;1036;322;1020;233;;90,42676595;;;;;;;;
mono;23;m;1037;329;1023;239;;91,08238029;;;;;;;;
mono;23;m;1039;337;1026;247;;90,93404203;;;;;;;;
mono;23;m;1040;344;1029;251;;93,64827815;;;;;;;;
mono;23;m;1040;352;1032;257;;95,33624704;;;;;;;;
mono;23;m;1041;360;1034;262;;98,24968193;;;;;;;;
mono;23;m;1041;367;1035;264;;103,1746093;;;;;;;;
mono;23;m;1041;374;1039;273;;101,0198;;;;;;;;
mono;23;m;1040;381;1041;280;;101,0049504;;;;;;;;
mono;23;m;1039;387;1042;287;;100,0449899;;;;;;;;
mono;23;m;1038;394;1042;290;;104,0768947;;;;;;;;
mono;23;m;1037;401;1043;297;;104,1729331;;;;;;;;
mono;23;m;1036;408;1045;306;;102,396289;;;;;;;;
mono;23;m;1034;415;1045;315;;100,6031809;;;;;;;;
mono;23;m;1033;421;1046;317;;104,8093507;;;;;;;;
mono;23;m;1031;428;1046;324;;105,0761629;;;;;;;;
mono;23;m;1029;435;1047;330;;106,5316854;;;;;;;;
mono;23;m;1026;441;1048;338;;105,3233118;;;;;;;;
mono;23;m;1024;448;1048;341;;109,658561;;;;;;;;
mono;23;m;1021;455;1049;348;;110,6028933;;;;;;;;
mono;23;m;1019;461;1051;353;;112,6410227;;;;;;;;
mono;23;m;1016;468;1051;359;;114,4814395;;;;;;;;
mono;23;m;1013;474;1051;364;;116,3786922;;;;;;;;
mono;23;m;1009;480;1051;372;;115,8792475;;;;;;;;
mono;23;m;1006;487;1051;380;;116,0775603;;;;;;;;
mono;23;m;1003;493;1051;387;;116,3615057;;;;;;;;
mono;23;m;999;499;1051;391;;119,8665925;;;;;;;;
mono;23;m;995;505;1049;401;;117,1836166;;;;;;;;
mono;23;m;991;511;1048;408;;117,7200068;;;;;;;;
mono;23;m;987;517;1047;412;;120,9338662;;;;;;;;
mono;23;m;983;523;1045;421;;119,3649865;;;;;;;;
mono;23;m;978;528;1043;432;;115,9353268;;;;;;;;
mono;23;m;974;534;1039;441;;113,4636506;;;;;;;;
mono;23;m;969;539;1037;444;;116,8289348;;;;;;;;
mono;23;m;964;545;1032;454;;113,6001761;;;;;;;;
mono;23;m;959;550;1028;466;;108,7060256;;;;;;;;
mono;23;m;954;555;1024;474;;107,0560601;;;;;;;;
mono;23;m;949;560;1021;478;;109,1237829;;;;;;;;
mono;23;m;944;565;1016;491;;103,247276;;;;;;;;
mono;23;m;939;570;1011;501;;99,72462083;;;;;;;;
mono;23;m;933;574;1006;509;;97,74456507;;;;;;;;
mono;23;m;927;579;1002;514;;99,24716621;;;;;;;;
mono;23;m;922;583;997;525;;94,81033699;;;;;;;;
mono;23;m;916;588;992;532;;94,40338977;;;;;;;;
mono;23;m;910;592;987;539;;93,47726996;;;;;;;;
mono;23;m;904;596;985;543;;96,79876032;;;;;;;;
mono;23;m;898;599;980;552;;94,51454914;;;;;;;;
mono;23;m;892;603;975;560;;93,47726996;;;;;;;;
mono;23;m;886;607;971;565;;94,81033699;;;;;;;;
mono;23;m;879;610;969;568;;99,31767214;;;;;;;;
mono;23;m;873;613;963;574;;98,08669635;;;;;;;;
mono;23;m;867;616;958;581;;97,49871794;;;;;;;;
mono;23;m;860;619;956;583;;102,5280449;;;;;;;;
mono;23;m;854;622;951;589;;102,4597482;;;;;;;;
mono;23;m;847;624;946;594;;103,4456379;;;;;;;;
mono;23;m;840;627;941;598;;105,0809212;;;;;;;;
mono;23;m;834;629;939;599;;109,2016483;;;;;;;;
mono;23;m;827;631;933;603;;109,6357606;;;;;;;;
mono;23;m;820;633;929;607;;112,0580207;;;;;;;;
mono;23;m;814;635;923;611;;111,6109314;;;;;;;;
mono;23;m;807;636;919;614;;114,1402646;;;;;;;;
mono;23;m;800;637;913;618;;114,5862121;;;;;;;;
mono;23;m;793;639;906;622;;114,2716063;;;;;;;;
mono;23;m;786;640;900;625;;114,9826074;;;;;;;;
mono;23;m;780;640;896;626;;116,8417734;;;;;;;;
mono;23;m;773;641;889;629;;116,6190379;;;;;;;;
mono;23;m;766;641;880;631;;114,437756;;;;;;;;
mono;23;m;758;641;872;632;;114,3547113;;;;;;;;
mono;23;m;751;640;868;634;;117,1537451;;;;;;;;
mono;23;m;743;639;860;636;;117,0384552;;;;;;;;
mono;23;m;736;638;851;638;;115;;;;;;;;
mono;23;m;728;637;842;640;;114,0394669;;;;;;;;
mono;23;m;721;636;838;640;;117,0683561;;;;;;;;
mono;23;m;713;634;829;641;;116,211015;;;;;;;;
mono;23;m;706;633;820;642;;114,3547113;;;;;;;;
mono;23;m;699;631;816;642;;117,5159564;;;;;;;;
mono;23;m;691;629;808;643;;117,8346299;;;;;;;;
mono;23;m;684;626;800;643;;117,239072;;;;;;;;
mono;23;m;677;624;792;643;;116,5589979;;;;;;;;
mono;23;m;670;621;787;643;;119,0504095;;;;;;;;
mono;23;m;663;619;779;643;;118,4567432;;;;;;;;
mono;23;m;656;616;772;642;;118,8780888;;;;;;;;
mono;23;m;649;613;763;642;;117,6307783;;;;;;;;
mono;23;m;643;610;758;642;;119,3691753;;;;;;;;
mono;23;m;636;606;750;641;;119,2518344;;;;;;;;
mono;23;m;630;603;741;640;;117,0042734;;;;;;;;
mono;23;m;623;599;732;638;;115,7670074;;;;;;;;
mono;23;m;617;595;727;637;;117,7454882;;;;;;;;
mono;23;m;611;591;718;635;;115,6935608;;;;;;;;
mono;23;m;605;587;708;632;;112,4010676;;;;;;;;
mono;23;m;599;583;697;629;;108,2589488;;;;;;;;
mono;23;m;593;578;692;626;;110,0227249;;;;;;;;
mono;23;m;587;574;682;620;;105,5509356;;;;;;;;
mono;23;m;581;569;671;614;;100,623059;;;;;;;;
mono;23;m;576;564;660;608;;94,82615673;;;;;;;;
mono;23;m;571;559;655;605;;95,77055915;;;;;;;;
mono;23;m;566;554;645;599;;90,91754506;;;;;;;;
mono;23;m;561;549;635;591;;85,08818954;;;;;;;;
mono;23;m;556;544;626;583;;80,13114251;;;;;;;;
mono;23;m;551;539;622;579;;81,49233093;;;;;;;;
mono;23;m;546;533;613;571;;77,02596965;;;;;;;;
mono;23;m;542;528;604;561;;70,23531875;;;;;;;;
mono;23;m;538;522;600;556;;70,71067812;;;;;;;;
mono;23;m;534;516;593;547;;66,64833081;;;;;;;;
mono;23;m;530;510;584;537;;60,37383539;;;;;;;;
mono;23;m;526;504;577;526;;55,54277631;;;;;;;;
mono;23;m;523;498;574;522;;56,36488268;;;;;;;;
mono;23;m;519;492;567;513;;52,39274759;;;;;;;;
mono;23;m;516;486;561;502;;47,75981575;;;;;;;;
mono;23;m;513;480;555;493;;43,96589587;;;;;;;;
mono;23;m;510;473;552;489;;44,94441011;;;;;;;;
mono;23;m;508;467;547;479;;40,80441153;;;;;;;;
mono;23;m;505;460;542;470;;38,32753579;;;;;;;;
mono;23;m;503;454;537;460;;34,525353;;;;;;;;
mono;23;m;501;447;535;457;;35,44009029;;;;;;;;
mono;23;m;499;441;532;450;;34,20526275;;;;;;;;
mono;23;m;497;434;528;441;;31,78049716;;;;;;;;
mono;23;m;496;427;525;434;;29,83286778;;;;;;;;
mono;23;m;495;420;523;430;;29,73213749;;;;;;;;
mono;23;m;494;414;521;425;;29,15475947;;;;;;;;
mono;23;m;493;407;518;418;;27,31300057;;;;;;;;
mono;23;m;492;400;515;411;;25,49509757;;;;;;;;
mono;23;m;491;393;513;408;;26,62705391;;;;;;;;
mono;23;m;491;387;511;401;;24,41311123;;;;;;;;
mono;23;m;491;380;509;395;;23,43074903;;;;;;;;
mono;23;m;491;373;506;389;;21,9317122;;;;;;;;
mono;23;m;491;366;505;385;;23,60084744;;;;;;;;
mono;23;m;491;358;503;377;;22,47220505;;;;;;;;
mono;23;m;491;351;502;370;;21,9544984;;;;;;;;
mono;23;m;491;343;501;366;;25,07987241;;;;;;;;
mono;23;m;492;336;501;359;;24,69817807;;;;;;;;
mono;23;m;492;328;500;350;;23,40939982;;;;;;;;
mono;23;m;493;321;500;343;;23,08679276;;;;;;;;
mono;23;m;494;314;500;338;;24,73863375;;;;;;;;
mono;23;m;495;306;500;331;;25,49509757;;;;;;;;
mono;23;m;496;299;501;323;;24,51530134;;;;;;;;
mono;23;m;498;292;501;315;;23,19482701;;;;;;;;
mono;23;m;499;284;502;311;;27,16615541;;;;;;;;
mono;23;m;501;277;503;304;;27,07397274;;;;;;;;
mono;23;m;503;270;504;299;;29,01723626;;;;;;;;
mono;23;m;506;263;506;292;;29;;;;;;;;
mono;23;m;508;256;507;288;;32,01562119;;;;;;;;
mono;23;m;511;249;510;281;;32,01562119;;;;;;;;
mono;23;m;513;243;513;274;;31;;;;;;;;
mono;23;m;516;236;516;267;;31;;;;;;;;
mono;23;m;520;230;518;262;;32,06243908;;;;;;;;
mono;23;m;523;223;522;254;;31,01612484;;;;;;;;
mono;23;m;527;217;525;246;;29,06888371;;;;;;;;
mono;23;m;530;211;528;239;;28,0713377;;;;;;;;
mono;23;m;534;205;529;236;;31,40063694;;;;;;;;
mono;23;m;538;199;533;229;;30,41381265;;;;;;;;
mono;23;m;543;193;536;223;;30,8058436;;;;;;;;
mono;23;m;547;187;539;217;;31,04834939;;;;;;;;
mono;23;m;551;181;541;214;;34,4818793;;;;;;;;
mono;23;m;556;176;545;208;;33,83784863;;;;;;;;
mono;23;m;561;171;550;202;;32,89376841;;;;;;;;
mono;23;m;566;166;552;199;;35,84689666;;;;;;;;
mono;23;m;571;161;556;193;;35,34119409;;;;;;;;
mono;23;m;577;156;561;186;;34;;;;;;;;
mono;23;m;582;151;566;181;;34;;;;;;;;
mono;23;m;588;146;568;178;;37,73592453;;;;;;;;
mono;23;m;593;142;576;171;;33,61547263;;;;;;;;
mono;23;m;599;138;582;165;;31,90611227;;;;;;;;
mono;23;m;605;134;589;158;;28,8444102;;;;;;;;
mono;23;m;611;130;593;155;;30,8058436;;;;;;;;
mono;23;m;617;126;602;150;;28,3019434;;;;;;;;
mono;23;m;624;123;612;144;;24,18677324;;;;;;;;
mono;23;m;630;119;621;138;;21,02379604;;;;;;;;
mono;23;m;637;116;626;134;;21,09502311;;;;;;;;
mono;23;m;643;113;638;127;;14,86606875;;;;;;;;
mono;23;m;650;110;648;121;;11,18033989;;;;;;;;
mono;23;m;657;108;659;115;;7,280109889;;;;;;;;
mono;23;m;664;105;665;113;;8,062257748;;;;;;;;
mono;23;m;671;103;674;108;;5,830951895;;;;;;;;
mono;23;m;678;101;683;103;;5,385164807;;;;;;;;
mono;23;m;685;99;694;98;;9,055385138;;;;;;;;
mono;23;m;692;97;698;96;;6,08276253;;;;;;;;
mono;23;m;700;96;706;92;;7,211102551;;;;;;;;
mono;23;m;707;95;713;89;;8,485281374;;;;;;;;
mono;23;m;714;94;722;87;;10,63014581;;;;;;;;
mono;23;m;722;93;725;86;;7,615773106;;;;;;;;
mono;23;m;729;92;732;85;;7,615773106;;;;;;;;
mono;23;m;737;92;738;84;;8,062257748;;;;;;;;
mono;23;m;744;91;741;83;;8,544003745;;;;;;;;
mono;23;m;752;91;747;82;;10,29563014;;;;;;;;
mono;23;m;759;91;755;81;;10,77032961;;;;;;;;
mono;23;m;767;91;762;80;;12,08304597;;;;;;;;
mono;23;m;774;91;764;80;;14,86606875;;;;;;;;
mono;23;m;780;91;770;79;;15,62049935;;;;;;;;
mono;23;m;787;91;775;79;;16,97056275;;;;;;;;
mono;23;m;794;92;782;79;;17,69180601;;;;;;;;
mono;23;m;801;92;785;79;;20,61552813;;;;;;;;
mono;23;m;808;93;792;79;;21,26029163;;;;;;;;
mono;23;m;814;94;797;79;;22,6715681;;;;;;;;
mono;23;m;821;95;803;79;;24,08318916;;;;;;;;
mono;23;m;828;96;806;79;;27,80287755;;;;;;;;
mono;23;m;835;98;812;80;;29,20616373;;;;;;;;
mono;23;m;841;99;819;80;;29,06888371;;;;;;;;
mono;23;m;848;101;825;80;;31,144823;;;;;;;;
mono;23;m;854;103;827;80;;35,4682957;;;;;;;;
mono;23;m;861;105;831;81;;38,41874542;;;;;;;;
mono;23;m;867;108;837;82;;39,69886648;;;;;;;;
mono;23;m;874;111;842;83;;42,52058325;;;;;;;;
mono;23;m;880;113;845;84;;45,45327271;;;;;;;;
mono;23;m;886;116;850;85;;47,50789408;;;;;;;;
mono;23;m;893;120;855;87;;50,32891813;;;;;;;;
